rating,text,visual_style
3,"In true Wes Anderson fashion his latest effort “Asteroid City” is a movie within a play within a movie about an author and a playwright watching their play unfold in juxtaposition with the main story, being the play they collective wrote. Asteroid City like Anderson’s other body’s of work is filled to the brim with recognisable faces, witty yet stale but mostly effective comedy, beautiful camerawork and a plethora of colourful set designs and wacky costumes, gimmicks and symmetry galore. …",1
3,Better than The French Dispatch but still doesn’t match the greatness of some of Anderson’s other work. I found the cutaway scenes to be annoying and distracting and almost seemed written just so he could get more of his regulars into the film. I was entertained by the dialogue and the cast did a good job but I can only mildly recommend it. 👍,0
3,Critique écrite sur un écran de téléphone cassé par le fauteuil même où je me suis fait chier 1h40. Le film est beau. Voilà. Sinon bah c'3st vid3. Et chuant. E5 voilà. Mais c'est vraiment beau hein! Et y a des belles musiques aussi! Enfin ça reste pas très original pour autant. Et c'est mal écrit aussi. Mais y a des idées de mises en scène intéressantes hein! Mais on pige r. Mais alors le casting 5 étoiles par contre!…,9
3,Before the movie started a guy was gripping the seat in front of him with his bare dogs. I tried taking a picture but my flash went off. The guy put his feet down fast af. Besides the funny alien that was the highlight of my Asteroid City viewing.,0
3,"En fait je ne crois que je ne cherche plus à être épatée par Wes Anderson : un moment de cinéma tout simplement hyper plaisant, il utilise avec intelligence son casting-monstre-nouvelle-marque-de-fabrique, visuellement formidable à voir (ça se déguste, pour être honnête) puisque Wes Anderson s’amuse et ça se voit. Pas mal aimé ses questionnements sur l’acteur et son incarnation, dans la tradition du théâtre psychologique Bref du drame burlesque super appréciable",9
3,It is the story of a director falling into the trap of his own style and wasting himself for it.,0
3,"I’m most drawn to the Wes Anderson stories that are relatively straightforward. Point A to B adventures allow me to connect with characters in a way that a nesting doll style meta narrative just can’t accomplish. Schwartzman and Johansson's characters are developed the most, and there are some humorous beats throughout the film for sure, but there is a lack of energy and emotionality that you'd expect from both the setup and this visual style. I also found the plot…",1
3,"Globalement bien aimé mais sans plus je reste indifférent face à l’histoire et aux personnages, j’ai préféré The French Dispatch mais c’était sympa à voir au moins une fois au ciné",9
3,"sajnos még mindig grandbudapestcore-anti vagyok, és minden filmmel egyre kevesebb esélyt látok arra hogy lesz még valaha lehetőségem érzelmileg kötődni wes anderson karakterekhez. sőt, el is bizonytalanodtam, hogy lehetett-e egyáltalán valaha vagy csak képzeltem, csak az idő megszépítette, és csak egyszerűbb azt mondani hogy bezzeg régen jobb volt, bezzeg régen nem tom hanks alakította bill murrayt sem. szóval záróvizsga után nagy wes anderson újranézések lesznek, hogy megnyugtassam a lelkem. de legalább jason schwartzman! imádom jason schwartzmant, sose volt még ilyen szexi!",9
3,"Well, I guess it was good. But I’m definitely disappointed. This film tried to do two things at once, and it needed to choose one, because neither of the things worked as well as they could have. I think that’s a good way to describe it. #cameothemovie",0
3,Cannes Film Festival 2023 too ‘wes anderson’ for it’s own good,0
3,Matt Dillon could get it any which way,0
3,Wes Anderson’s dame tu cosita,0
3,"El hecho de tener las expectativas hasta el suelo fue muy efectivo, pues en este punto Wes Anderson me genera algo de conflicto. Sus últimas dos películas desde mi opinión súper personal, carecen de la emotividad e intimidad que sus historias tenían en un inicio, si bien aún no perfeccionaba su estilo particular y muy marcado, tenía una chispa muy especial que te hacía conectar de sobremanera con sus personajes y al final sus películas se sentían como un abrazo…",9
3,"I don’t know man, might have to revisit this one, I’m a true Wes head and I just didn’t “get” it",0
3.5,"Storm Asteroid City , They Can’t Stop All Of Us",0
3.5,truly a WEStern,0
3.5,"It’s been a couple days and I’m still mulling over “Asteroid City,” a film that takes comfort in not provoking meaning and therefore renders itself meaningless. I know Tom Hanks is doing the most subdued, interesting character work of his career, maybe. I know that Margot Robbie’s scene nearly broke me. The fusion of the meta-narrative, for me, also almost shattered the movie. But I also can’t shake the “Freight Train” needle drop at the end, which seems to magically…",0
3.5,"the pathos of Asteroid City is largely built upon into the backstage/meta play-within-the-film conceit, which is a tricky balancing act to accomplish due to the inherent distance/detachment that comes with that approach. the actual play, while very enjoyable, is full of emotional beats that Wes Anderson could write in his sleep. with this, alongside The French Dispatch, there seems to be a self-awareness that he’s conquered the typical linear narrative in his style, and is now more interested in the…",0
3.5,“I hope it comes out.” even as his movies get brighter and more animated (literally and figuratively) Wes Anderson just straight up might be the saddest major filmmaker working,1
3.5,"La película más Wes Anderson qué pueda haber y me refiero a su estilo, ya que ni los personajes ni la historia es lo primordial ahora. Es entretenida y el carisma de los personajes ayudan a que la obra espacial sea interesante, aunque las escenas en blanco y negro me sacaron completamente de la historia principal quitándole importancia a ambas. Al final ni pude tomarme nada en serio por ser tan exagerada y poco explicativa. O no se, quizá no…",9
3.5,"ENGLISH below So, das war er also mein Besuch in dieser bizarren Wüstenstadt mitten im Nirgendwo. Ich bin vorhin wieder in heimische Gefilde zurückgekehrt und wenn ich den Film jetzt in einem Satz zusammenfassen müsste, dann hat die oft verwendete Phrase ""Style over Substance"" selten so ins Schwarze getroffen wie bei Wes Andersons neuestem Film. Asteroid City ist eine kleine Stadt, die um einen von einem Asteroiden hinterlassenen Krater herum gebaut wurde. In der Nähe finden Testexplosionen von Atombomben statt.…",0
3.5,"“No entiendo la obra” “No tienes que hacerlo, solo continúa la historia” Este diálogo resume perfectamente lo que es Asteroid City. Más allá de simetrías, colores pastel y trends de tiktok, las películas de Wes Anderson residen en sus personajes y perspectivas del mundo.  Es un guión confuso, toca muchos temas a la vez y en momentos la forma puede distraer del fondo. Sin embargo, es todo lo que esperas de una película de Wes Anderson. A pesar de no ser su película más fuerte, otra vez demuestra su creatividad técnica y narrativa de una manera única.",9
3.5,Happy for Chicken Nugget kid,0
3.5,". . . . Frames in frames in frame devices - what the hell, man? Wes is finally learning that his clockwork bubble universes aren’t equipped to confront big questions, which sure as shit ain’t gonna stop him from building them - kinda reassuring, kinda confusing, kinda insanely difficult to even look at in kinda fascinating ways. Made me feel things in ways I didn’t know Wes could seconds away from making me groan and roll my eyes in that…",0
3.5,"Man did I dig this specific variant of the Wes Anderson aesthetic, that 1950s soda jerk pink and green set against the Atomic Age sets and desert. The movie itself I enjoyed quite a bit, though it felt a bit too emotionally removed and deliberately surreal to rank among his best for me. But the look of it, and that literal showstopping moment in the middle (you’ll know it when you see it) … 😘  Wes Anderson films ranked here. [Alamo Season Pass]",1
3.5,Nope but Wes Andersonfied.,0
3.5,"For now, I'm giving this a 3.5, but this could go up to 4 upon rewatch. At least, I have that urge to rewatch the movie, whereas I did not with The French Dispatch when it was released theatrically. In that case, I'll call Asteroid City a definite improvement. There is something here for me to return to. Not only is it one of Wes Anderson's most beautiful looking, it's also one of his richest in regard to character and…",0
3.5,"Perfectly fine! Maybe a bit slow at points and lost me in some places… but I am also getting old and need subtitles constantly to understand things. Charming as ever, sadder than expected, and still utterly enjoyable, Asteroid City is everything I could hope for a Wes Anderson movie from an aesthetic perspective. I did feel like the plot of it was a bit of a miss for me in areas, but that was also seemingly the point?  Oddly enough…",0
3.5,"i love how you can tell that every actor happily jumps at the opportunity to work with wes anderson. and i love that he doesn’t take that lightly. this movie has an insanely stacked cast and not one performance felt like they were just there to show up. every actor made their part (even if it was 2 minutes) worth its while – and that says a lot. even though the script didn’t work very well for me, it was a pleasant time, and thinking about the things above makes me feel happy.",0
3.5,"Asteroid City will likely not wow people in terms of grandeur, but it gives you exactly everything you'd expect from a Wes Anderson film. Mr. Anderson is in full grasp of his unique style, which makes for more dominance of his craft as his films go by. This one checks all the boxes. Kaleidoscopic visuals, marvelous camerawork, a wacky concept with appropriate characters for said wackiness. However, I personally felt it was missing a little more risk. Maybe more stakes.…",1
3.5,"Amerikan bağımsız sinemasının nevi şahsına münhasır ustalarından Wes Anderson’ın kariyerinin başlarında yarattığı heyecan ve filmlerine karşı seyircilerin hissettiği merak ve çekim duyguları zamanla yön değiştirmiş ve Anderson’ı bir sinemacı değil simetri hastası bir tasarımcı ilan edenlerin sayısı hayli artmıştı.  Kariyerinin özellikle son döneminde çektiği filmlerinde, bir araya getirdiği geniş oyuncu kadrolarının ihtişamına fazla kapılıp, iki boyutlu karakterler yaratmaya başlayan; dolayısıyla izleyicilerin de bu karakterlerle bağ kurmasını güçleştiren, informatif yanı dramatik yanından ağır basan senaryolara imza atma tuzağına düşen yönetmenin son…",9
3.5,"2023 Ranking Wasn’t crazy about most of the stage play framing device. There’s things I appreciated about the theatre stuff, Edward Norton and Margot Robbie’s moments are quite compelling, but mostly just found it tiresome, though I appreciate the metatextual layers it’s going for, guess I just didn’t really vibe with it. The convention stuff I quite liked. Was particularly taken by Jason Schwartzman’s quietly affecting work. I think what puts this a notch below say, The French Dispatch for…",0
3.5,It's a Wes Anderson movie. The second-most talented of Hollywood's Andersons peaked with The Grand Budapest Hotel. He's been coasting ever since. Some filmmakers keep evolving and growing throughout their career. Others eventually stop challenging themselves as artists. Right now Wes Anderson belongs in the latter category. Which isn't to say Asteroid City is a bad movie. Not at all. Just a very familiar one. It comes with all the stylistic rigidity we expect of the director. Same goes for…,0
3.5,This review may contain spoilers. I can handle the truth. notes: - Nope dir. Wes Anderson - at this point it’s like a competition between wes l and marvel on who can collect more well known actors to star in their films - this was so silly! and so visually pretty! and also so deep at moments! :) - i will be in a wes anderson film one day. i will be one of said actors he collects. - maya hawke you ate so hardddd queen. - the alien was…,1
3.5,"Sigo pensando que la estética de Wes Anderson funciona mucho mejor en animación, pero respecto a su nueva película, la disfrute bastante, sobretodo lo absurdo de algunas situaciones, el diseño de producción está **chef kiss** Aunque por alguna razón sentí que hubiera sido genial tener a Owen Wilson en el cast, emocionado por ver Henry Sugar!",9
3.5,"Mein erster Wes Anderson, den ich im Kino gesehen habe und ich kann mich ja an seinen Bildern so schon nicht satt sehen, aber auf der großen Leinwand erst recht nicht. Ist zwar weniger verspielt als es noch ""The French Dispatch"" war, hat aber alles, was man von einem Wes Anderson Film erwartet. Und auch wenn man das mittlerweile alles kennt und der Film auch keine neuen Einfälle zu bieten hat, bekomm ich davon einfach nicht genug. Erzählerisch ist das…",9
3.5,PG-13 nunu we’re soooooo back,0
3.5,"just cried for 30 minutes now it’s time for stella’s epic review hope i don’t bore ya also don’t read if you want to go in cold. it was 50/50 on wether i’d like this or absolutely hate it, and while watching asteroid city those odds constantly went from 80/20 to 30/70 and so on. after the insanity that was french dispatch, i was a bit nervous if wes would dial it back a bit or go full madman and…",0
3.5,"ScarJo: Honey, what a marvelous day. Great time shooting with Wes. Afterwards, Hanks, Defoe, Tilda & I had a riveting discussion about Brecht over dinner. Jost: I stayed up til 5am doing lines with the red head in please don’t destroy.",0
3.5,"Asteroid City is gorgeous and has some interesting layers but it’s by and large a flat affectation. Its level of removal might betray an unseen reservoir of pathos or grief, but to infer such things would overstep what the film seems content to spotlight in its pageantlike, presentational style. I guess the aesthetics are the point and they are exquisite—never something I take for granted and can always dissolve my brain into like an Alka Seltzer tablet. Despite that richness…",1
3.5,Lady next to me was laughing too much and she’s a queen for that,0
3.5,"ASTEROID CITY has Wes Anderson’s usual quirky moments, but it really shines in its more serious ones. A step up compared to his most recent work, but still a mixed bag for me. Wish it was more like a “Twilight Zone” episode. But great cinematography & production design as usual Scarlett Johansson really stood out for me in the film. So poised in every scene, and she and Jason Schwartzman had great conversations and moments. Margot Robbie also gave me my…",1
3.5,"There is a lot going on in Asteroid City, and I can't help feeling the film would have more of an impact if two or three of those things were taken away. Now none of them are bad, but there is just so much happening, and there are so many characters to keep track of, that there is a bit of a feeling of lost potential here. That being said: I loved the end of Act I (going in without…",0
3.5,"Lacks the emotional punch of his greatest works, but this is a delight otherwise.",0
3.5,I had alotta fun but also found it was a bit too static and compartmentalized.,0
3.5,"The first viewing of a Wes Anderson movie can be tricky. Some things will become more clear with subsequent viewings and a true Anderson fan knows that, but somehow “Asteroid City” feels even more oblique than usual. The whole play within the film concept feels unique and played out at the same time.  And yet, I know that little gems exist and I certainly laughed a lot. But even after a few more time watching the sleeping symposium scene,…",0
3.5,"Wie so oft ist auch dieser Anderson Film sehr hübsch anzusehen. Er verlässt sich auf die gefälligen Kamerafahrten, Frontal shots, Centerframing und stilisierte Bewegungen. Das ganze in Lichtdurchfluteten Bildern, weichen Farben mit Stars die Spaß zu haben scheinen an dem fluffigen Ganzen, das uns als Bebilderung eines Bühnenstücks serviert wird. Immer wieder wird zurück geschaltet in die schwarz-weiße Rahmemhandlung in der Brian Cranston die Story einordnet und kommentiert. Rahmen innerhalb von Rahmen, eine Matroshka-Puppe in deren Innerem ein Zettel liegt:…",9
3.5,"It’s marvelous to look at, but there’s a bit too much going on here for me. Hated the cuts away from Asteroid City itself, and Schwartzman does absolutely nothing for me as an actor.",0
3.5,"2023 Ranked ✨🌟💫 While I cannot say that I fully understand what Asteroid City sets out to do, on some level I feel that a part of me gets it on an emotional level. Anderson’s latest is everything we expect from the director, he has fully become the master of his own world and Asteroid City finds its successes and flaws exactly where one might expect. The visuals are on point, the performances are quirky and engaging, and the dialogue…",1
3.5,Everyone shouted together like “You can’t wake up if you don’t fall asleep” in a scene. Unfortunately I was awake at that time :/,0
3.5,"Atemberaubende Bildkompositionen, nicht enden wollende Stabliste und schrullige Details an jeder Ecke - Wes Anderson liefert mit »Asteroid City« einen äußerst schablonenhaften Film ab. Wohlgemerkt entsprechend seiner eigenen Schablonen, mit deren Hilfe er bisher stets ein Händchen für tolle Filme bewiesen hat. Doch schon »The French Dispatch« war zuletzt davon geplagt, vor lauter Spielereien die eigentliche Erzählung aus den Augen zu verlieren.  Da ich mich an den fantastischen Bildern aber noch lange nicht satt gesehen habe, bin ich auch diesmal im Kino auf meine Kosten gekommen - im Hinterkopf bleibt aber die Hoffnung, dass Anderson bei einem seiner kommenden Projekte wieder zu alten Meisterleistungen zurückkehren kann.",9
3.5,"I definitely think this is Wes’s response to the pandemic. Existentialism and finding meaning amongst chaos. At a certain point, he even asks what the purpose of art is. I think these feelings of uncertainty have been prevalent the past few years and Asteroid City captures them quite well. This is gonna be one of the films we’ll look back on to remember the sentiment of the times and I think that’s cool! I love how much Wes commits to his…",0
3.5,"It’s an asteroid pity my childhood hero is starting to feel quite formulaic to me On the bright side: it’s a good movie!!! Margot Robbie and Jeff Goldblum steal, nice setting, nice concept, and I love movies about actors actors actors<3 can’t wait for the world to shut up about whatever the hell “method” means and just let us do our silly little reality bending Also, Adrien Brody alert. Whatever that may mean to you. Comoedia avec cindy, becky, et john. They were giving away a wanderson signed poster but apparently manifestations are malarkey",0
3.5,"Wes Anderson, famous for his quirky, lighthearted, low-substance, visually pleasing movies: makes a quirky, lighthearted, low-substance, visually pleasing movie. All of you annoying ass mfs: “Oh my goddddddd what is this? Where is the plot? Like bro can we please talk about the political and economic state of the world right now?😩”",1
3.5,"Asteroid City gives us the most realistic and relatable characters in a live-action Wes Anderson movie since The Darjeeling Limited sixteen years ago. This is cause for celebration and one of the principal reasons the film is easier to enjoy than the director's most recent efforts. Full review HERE. #9 of 11 on Wes Anderson Movies, Ranked 2023, Ranked #27 of 64 on Tom Ranks",0
3.5,I understand,0
3.5,"Brother wanted to see the film since we watch The Grand Budapest Hotel a few months back and he absolutely loved it. I'm not sure if he's seen much of anything else from Wes Anderson, so in a way he was less prepared for this one. The film feels most reminiscient of The Royal Tenenbaums when it comes to how quiet and subtle it can be especially with the adults. There's a decent bit of Moonrise Kingdom as well with…",0
3.5,"Watched in the cinema (85th visit in 2023) There is hardly a director who has such an unmistakable style as Wes Anderson. Often, all it takes is a single image and you already know that you are dealing with a work by the US filmmaker. With his mixture of whimsical stories and strict tableau settings, he quickly achieved cult status. With ""Grand Budapest Hotel"", he also seemed to have become part of the mainstream in 2014. Not only was his…",1
3.5,"I've come to accept that Wes Anderson has a compulsion to top himself, and thus his films will continue to get larger in scale and spectacle. I might prefer he do something as bold as presenting a quieter and more intimate presentation, as displayed in some of his earlier films, but if he's going to go big every time, at least I'm happy to see him stretch and try something new. ASTEROID CITY, while containing all the tropes that people…",0
3.5,Enough of Wes Anderson,0
3.5,"Ok Mel can you do my review for me I’m driving, so type what I say don’t type what I’m saying right now but I’m gonna start my review in a second. Ok here’s what I want you to put: “Wes Anderson’s take on meta modernism.” Let me know when you got that. Ok you can stop typing now. Can you plug my phone in. I know. This is just for the review. End. Idk this is not a f*cking…",0
3.5,"2021 yılında çektiği The French Dispatch filmi ile hem hayranlarına hem de sinema severlere yine çok güzel bir eser bırakan Wes Anderson, Asteroid City ile sinema severlerin yeniden karşısına çıkıyor. İlk fragmanları geldiği günden beri yine iyi bir Wes Anderson filmi izleyeceğimizin sinyallerini çok iyi veren film, yönetmenin imzası olan unsurları çok iyi taşımayı becerirken, sizlere harika bir komedi, dünya ve teknik başarı sunuyor. Ben filmi izlerken filmin yarattığı dünyasını pek çok anlamda oldukça sevdim. Wes Anderson’ın şüphesiz en iyi…",9
3.5,"The negative talking points around Wes Anderson—too twee, airlessly production-designed, an aesthetic in search of emotions—have metastasized thanks to a wave of AI-generated trailers of movies “in his style” (Lord of the Rings, The Matrix, Star Wars—no, I’m not linking!) that seemingly prove computer fake can be just as bad as the real thing. I wish I could credit the tweet I saw (and should’ve fav’d) which pointed out that maybe part of the reason Anderson’s aesthetic is the only…",1
3.5,"an interesting first watch, to say the least, especially as someone who absolutely adores Wes Anderson. He’s one of my favorite directors, and there are plenty of his usual traits present in this film, traits that i very much love. There are a lot of wonderful ideas, gorgeously quirky characters, exquisitely shot set pieces, and witty dialogue.  but also some flaws that, unfortunately, made this a bit of a slog at times. the biggest one was the framing device, which i…",1
3.5,"Close Encounters of the Wes Kind. You know when Wes Anderson makes his sci-fi debut, it’s going to be anything but out of this world. And although he needs to cut down on having such massive casts, this was a real return to form for me from the most unique director working today.  I’m not even sure there are enough words on this planet, maybe if an alien comes to earth, they can give us a new language and that’ll…",0
3.5,"wes anderson is at the forefront of debunking the white people have no culture myth. with that being said, im about to eat some unseasoned chicken and call it a night.",0
3.5,"Une pléiade de comédiens, de comédiennes qui se retrouvent dans la cour de récréation de Wes Anderson, qui continue d'expérimenter, qui joue sur le ratio d'image, les mouvements de caméra, les couleurs, la mise en abime d'un récit farfelu et me fait indéniablement penser à Méliès, proche de ses décors. Bryan Cranston fait un excellent Rod Serling.",9
3.5,I had no idea what this was about just knew it was Wes Anderson and a lot of the cast. And I think I also saw some stills from the movie. Of course the cast is fun. I thought everyone did really great. The stand outs for me were Jason Schwartzman and Jake Ryan. Really loved watching them both alone or with each other specifically. But everyone was a lot of fun to watch. Of course being Wes Anderson I…,0
3.5,"this is the first time i've seen any wes anderson film, ever, so i'm inclined to ask, are his movies usually this indecipherable and intricate? nonetheless, his signature visual style is so fascinatingly unique i was instantly captivated, so i'll have to check out more of his work later on. back to ASTEROID CITY; it's atypical, to say the least. to hard-core wes anderson fans, ASTEROID CITY might just be exactly what you expect from the veteran auteur: a beautiful…",1
3.5,"El estilo y las formas priorizadas por encima de cualquier otra cosa, pues queda claro que el fin es crear la odisea visual perfecta, amén de que narrativamente nos encontremos ante una historia no tan encantadora. Todo su gran elenco se aprovecha, y aunque no me encantaron las escenas en blanco y negro, al final toman sentido, pero eso no quita que se sientan anticlimáticas, y le reste peso al relato en Asteorid City, que es en realidad lo más…",9
3.5,"There’s a lot I liked about Asteroid City - it’s funny, littered with great performances, and features the typical charm that comes with simply looking at any of Wes Anderson’s movies Despite that the story never fully captured me and I thought the framing device was clumsy and obnoxious. Definitely feel that there was a much better movie here than what we got.",1
3.5,"סרט שני שלי של ווס אנדרסון. חמוד, אהבתי את הרעיון, הצבעים, השחקניםםם אבל את ממלכת אור הירח יותר 2023, Ranked",9
3.5,Lovely camarawork. What Wes Anderson does can't be replicated. I didn't feel this but I really had fun!,1
3.5,The French Dispatch 2,0
3.5,Doesn’t make a lot of sense but i still fw it,0
3.5,aliens actually did make contact in the american desert in the 1950’s but this is not really how that went down,0
3.5,not his best but i still had so much fun!! it was very charming and felt like a good warm hug <3 and i LOVED maya hawke in this,0
3.5,"if i had a nickel for every film premiering summer 2023, with one of my fav directors, featuring a stellar A-list cast, set in the american southwest desert during the mid-1950s, shot in both black-and-white and vivid color to great thematic effect, that includes a battle between science and military, and with atomic bombs, i’d have two nickels. which isn’t a lot, but it’s weird it happened twice",1
3.5,"It’s like your typical Wes Anderson movie “except now, there’s an alien.” One of my least favorite movies from the famed director in all honesty. Regardless of their story, messages, or anything else, many of his films have a thorough emotional current for me. Even something like The French Dispatch has that familiar sense of melancholy to it; it’s not strong but it’s so very present. And for the first time in a while, Asteroid City felt really lacking in…",0
3.5,yarim yildiz kolumdaki royal tenenbaums dovmesi icin,9
3.5,Life goals att se film med mamma på röda kvarn som vi alltid gjorde innan jag flyttade. Drack loka mango och fick existentiell kris i slutet när de sa ”you can’t wake up if you don’t fall alseep”. Men får det 7 gånger om dagen så är chill i guess. Dsvdv💯. Tycker det är en av hans bättre filmer som precis som mammas röda toyota tar lång tid att komma upp i hastighet men efter ett tag ligger stadigt på 140 km/h när solen inte syns på den skånska landsbyggden.,9
3.5,"Fun to see this a few days before the wide release! Desert locales are not something I enjoy (growing up in California, Texas, and Arizona can do that to you) but Anderson’s typical color palette and eclectic costuming lent enough pizzazz for me to get over that almost immediately.  The story really picks up in act II and has one of the greatest things I’ve ever seen in a movie. Still, I miss when Wes was a little more…",1
3.5,"the alien looked so polite and adrien brody so sexy, thank u wes anderson for always casting my babygirl in your movies",0
3.5,"Beklediğimden çok daha iyiydi. Wes Anderson, French dispatchte entel dantel dertlerinin kimsenin umrunda olmadığını ve hala renk paletinin övüldüğünü gördüğü için kafa resetlemelik bazen sürreal ve amacını anlayamadığım bir film yapmış. Sinemada arkadaşlarımla izlemesem bu kadar keyif almazdım. O yüzden sinemada izlemenizi tavsiye ederim.",9
3.5,"Nope written and directed by Wes Anderson. Wes Anderson deslumbra en sus múltiples técnicas para esta película, en su humor y en varios personajes ocurrentes. Hubiera deseado que se enfocara en esos personajes varados y no en esa trama meta de la obra de teatro que es la que tropieza. Me gusta un poco más ahora que la procesé. Escuchen nuestra opinión completa aquí. 2023 Ranked",9
3.5,"Wes Anderson is back and I‘m all here for it! Every time you think he might have reached his creative limit, he proves you wrong, becoming more and more self-aware and familiar with his own accomplishments, utilizing every stretch of post-modern meta commentary and literally disguising an entire stage play in a typically bright and washed out color palette.  Perhaps his most laid back and humorous movie yet which can’t quite justify the density of gags and runs out of…",1
4,features possibly the greatest “freaky little guy” in cinema history (you’ll know it when you see him),0
4,hands down favorite wes since grand budapest. i’m talking like huge smile plastered on my face the whole time + had to call my dad immediately afterwards to make sure he sees it as soon as he possibly can,0
4,Wouldn't go so far as to call this some sort of autocritique but it's self-examining in a way I'm not sure Anderson's been up to since DARJEELING. Anyway it's a total delight. Is it just me or is Schwartzman doing Larry Bishop doing Francis Ford Coppola?,0
4,"the terrifying unknowns of grief and outer space meet in the open desert. about as wonderful as any wes but also one of his saddest, great stuff. (i was too sleepy to do this justice so will probably love it more on the rewatch!)",0
4,"-----Act I----- Spend some time in ""Asteroid City"", Where all the people talk witty. Goldblum comes down, Waves at the town, And all the shots are real pretty. -----Act II----- Edward Norton writes on the page, Wanting to see it on stage. Only Dafoe, Will really know, How actors can really engage. -----Act III----- Schwartzman is left feeling shaken, Thinking he must be mistaken. Puts his hand on a grill, Cause Steve Carell still, Likes to wake up smelling bacon.",0
4,Wes Anderson doing his best Wes Anderson. Sometimes you don’t find the answers until you stop looking🛸💚,0
4,"There’s so much on Wes Anderson’s mind in Asteroid City (and some could argue too much), but through all the mania and madness, he still earns our engagement with his committed ensemble cast of distinctly detailed characters (Jason Schwartzman MVP), consummate craftwork, and lyrical musings on the meaning of life - or if there even is one. Not quite the movie I expected it to be, as it’s a far more subversive story than the trailers sold it as, but it’s…",1
4,edward norton and jason schwartzman really said happy pride month,0
4,"""Don't try to understand it. Just keep telling the story.""",0
4,"ASTEROID CITY is one of Wes Anderson’s very best films. A flawless ensemble of different characters are connected by a celestial event as they question their place in the universe, seek truth in art & meaning in their lives. A cosmically perfect blend of Anderson’s distinguished style but with deeper and more profound work than we’ve gotten from him as of late. Production design, cinematography, score are expectedly Wes Anderson (meaning they’re terrific). My full review",1
4,when the weird lil guy (iykyk) showed up my theater reacted like it was Tobey and Andrew appearing in no way home,0
4,"Wes Anderson fully wringing himself inside out, searching for the final frontier to take his human mannequins, and although he’s found it in this most perfect setting of nuclear age pastiche, he ultimately decides that the search itself was more compelling. (I know I hinted at a video for The French Dispatch and never followed up but there will actually one this time)",0
4,"“I still don’t understand the play.”“You don’t have to. Just keep telling the story.” Or something along those lines.  Feeling very lucky these days, even when thinking about time and loss of it can be scary. Uncertainty and unknowns can create a well of loneliness but that doesn’t mean you have to stay there. You can keep going because life is still happening here and now. Grieving time isn’t a new sentiment, but it does remind us to hold…",0
4,"Honestly, respect to this man; each time, he's like, ""Oh, here's EVEN MORE of the stuff you say I do in every movie""",0
4,"Bryan Cranston be in a good movie challenge, FINALLY he rises to the occasion! I wonder if Wes Anderson and Yorgos Lanthimos both had weird dads that talked to them with blank verbal affects and that's why all their characters do too. We watched this with an adorably respectful crowd at Burbank 16 and walked out to find a country western band playing the song from the movie. Sometimes life IS a movie. Four stars!",0
4,dame tu cosita lookin ass alien,0
4,"The first Wes Anderson movie I got to see in the theater, and it's a fun one too! ♥️",0
4,Wes Anderson discovering queer people if only a little bit in the last few years has been a real kick.,0
4,So glad to see tom hanks has recovered from Covid,0
4,"Under a blaring desert sun, Wes delivers what might be his darkest work. www.larsenonfilm.com/asteroid-city",9
4,NOPE/Close encounters of the third kind but for tumblr kids,0
4,"unsurprisingly wes anderson has yet again managed to create the biggest wet dream for film students, hipsters and theatre kids. this was fun!",0
4,"Asteroid City has my favorite color pallet of all Wes Anderson’s films. If I had seen this when I was twelve, I would have told my parents that I’m painting my room these colors. My parents would have said no. Hong Chou, Margot Robbie, Willem Dafoe, and Jeff Goldblum have about five scenes between them, but it’s no big deal. Every other actor in Hollywood is in the film. Asteroid City has a lot of funny moments, and some poignant scenes, but it didn’t knock me out like a few of his other films have. An entertaining watch, though!  Wes Anderson Ranked 2023 Ranked",1
4,Without a doubt Wes Anderson's best work since The Grand Budapest Hotel. Asteroid City very well may be Wes Anderson's most Wes Anderson film. It's so gorgeous to look at. I want a picture of every frame in this movie and I want to hang all of them on my wall. 👽🛸,1
4,It’s Nope for people who listen to shoegaze and still shop at Modcloth,0
4,clever and funny and cute but there weren’t enough famous people in it!,0
4,wes is so far entrenched in his own cinematic language at this point; i really find it hard not to enjoy something like this. i’ll probably call this the best film of the century in a week or something but right now i am confused but very entertained! maya hawke was made for wes anderson dialogue.,0
4,Some quotes I liked: “Time heals all wounds? No. Maybe it’s a band-aid”  “Am I doing it right?” “I don’t believe in god anymore” - young teenage boy “Fair enough” - older Episcopalian man  Bonus thing I liked: Jeff Goldblum’s contribution.  Overall I liked:This movie. Very much.,0
4,Wes Anderson at his best for this one and honestly I did love this one.,0
4,the crowd was eating this shit up hard. not the best of work of Wes Anderson but it still was a pleasing cinematic experience. visual camera work was amazing as usual but the pacing was too fast. his tamest film yet too. my first time at the Sydney Film Festival ever and I can’t wait to attend more films this weekend.,1
4,"Middle of the road Wes is still on a level that is unmatched by other contemporary filmmakers, at least those that write in addition to direct. After not loving The French Dispatch (I stand in the minority as I’ve heard a few too many “Isle of Dogs was his low point” takes when in reality I think the real step down was the one after), I was hoping to grasp on to anything here that would rekindle what I loved…",0
4,“Except now there’s an alien” I don’t have to wake up for work tomorrow if I don’t fall asleep Have to watch again to make a real review - liked it!,0
4,i FINALLY saw asteroid city AND: 1. YAY!! my first wes film in theaters 🤩 2. do i have a crush on maya hawke? 3. the funniest wes film to date. I CACKLED 4. jeff goldblum. 5. THAT SONG. iykyk 🤓,0
4,i really enjoyed this! the alien is so cute,0
